raw,rewritten,similarity
"sexual dimorphism evolves when selection favors different phenotypic optima between the sexes. such sexually antagonistic selection creates intralocus sexual conflict when traits are genetically correlated between the sexes and have sex-specific optima. brown anoles are highly sexually dimorphic: males are on average 30% longer than females and 150% heavier in our study population. viability selection on body size is known to be sexually antagonistic, and directional selection favors large male size whereas stabilizing selection constrains females to remain small. we build on previous studies of viability selection by measuring sexually antagonistic selection using reproductive components of fitness over three generations in a natural population of brown anoles. we estimated the number of offspring produced by an individual that survived to sexual maturity (termed rsv), a measure of individual fitness that includes aspects of both individual reproductive success and offspring survival. we found directional selection on male body size, consistent with previous studies of viability selection. however, selection on female body size varied among years, and included periods of positive directional selection, quadratic stabilizing selection, and no selection. selection acts differently in the sexes based on both survival and reproduction and sexual conflict appears to be a persistent force in this species.","sexual dimorphism arises when selection pushes each sex toward different optimal traits. when traits are genetically linked between the sexes yet have different optimum values, sexually antagonistic selection creates intralocus sexual conflict. in brown anoles, this dimorphism is striking: in our study population, males are roughly 30% longer and 150% heavier than females. previous research has shown that viability selection on body size is sexually antagonistic, with large male size being favored by directional selection, while females experience stabilizing selection that maintains a smaller size. building on these studies, we measured sexually antagonistic selection using reproductive fitness components over three generations in a natural brown anole population. we estimated individual fitness by calculating rsv—the number of offspring produced by an individual that survived to sexual maturity—which incorporates both reproductive success and offspring survival. our results confirmed directional selection on male body size, supporting earlier findings on viability selection. in contrast, selection on female body size varied among years, sometimes showing positive directional selection, at other times quadratic stabilizing selection, or even no apparent selection. these findings indicate that selection operates differently in males and females through both survival and reproduction, and that sexual conflict remains a significant evolutionary force in this species.",0.9834707
"purpose:to study the clinical manifestations and the diagnostic and differential diagnostic characteristics of acute idiopathic blind spot enlargement syndrome(aibses).methods:.six patients diagnosed with aibses underwent complete eye examinations including fundus photography,fundus fluorescein angiography(ffa), indocyanine green angiography(icga), optical coherence tomography(oct),electroretinogram(erg), and visual field examinations.results: all patients had enlarged blind spots of variable sizes and densities..three eyes had mild swelling of the optic disc and one eye had peripapillary scarring that corresponded to the permanent field defect. two patients who underwent ffa had fluorescein leakage of blood vessels around the optic disc and icga highlighted diffuse, small hypofluorescent spots scattering throughout the posterior pole..oct showed that the inner and outer segment(is / os).line were absent in five patients and the middle cone outer segment tip line was absent in the nasal macular area in one eye.conclusion: aibses is a rare outer retinopathy. visual field examination and oct are the most important means of detection. icga and faf can determine the range of lesions earlier, and the progress of the disease should be taken into account when making a diagnosis.","purpose: to investigate the clinical signs and the diagnostic and differential features of acute idiopathic blind spot enlargement syndrome (aibses). methods: six patients diagnosed with aibses were thoroughly evaluated through comprehensive eye examinations, which included fundus photography, fundus fluorescein angiography (ffa), indocyanine green angiography (icga), optical coherence tomography (oct), electroretinography (erg), and visual field testing. results: every patient exhibited an enlarged blind spot with varying sizes and densities. three eyes showed mild swelling of the optic disc, and one eye demonstrated peripapillary scarring correlating with a permanent field defect. in two patients who underwent ffa, there was fluorescein leakage from the blood vessels surrounding the optic disc, while icga revealed numerous small diffuse hypofluorescent spots scattered throughout the posterior pole. oct findings indicated the absence of the inner and outer segment (is/os) line in five patients and the absence of the middle cone outer segment tip line in the nasal macular area in one eye. conclusion: aibses is a rare outer retinopathy. visual field examination and oct are crucial for its detection, while icga and ffa can help delineate the extent of the lesions at an earlier stage. additionally, the progression of the disease should be considered in diagnosis.",0.99510133
"disclosed is a rustproof jig on air valve rustproof equipment. the rustproof jig comprises a rustproof paint box. a material frame is arranged in the rustproof paint box. a conical flow guide nozzle extending toward the outer side is formed in the left side of the rustproof paint box. the material frame comprises a right trapezoidal frame body. an obliquely arranged covering plate is installed on the upper end face of the frame body. the frame body and the covering plate are both provided with a plurality of groove holes. a plurality of l-shaped pressing blocks are fixed to the left side wall and the right side wall of the frame body. the covering plate is clamped among the pressing plates and the material frame. a plurality of vertical support pillars are fixedly connected to the lower end face of the material frame. the bottom ends of the support pillars are fixedly connected to the rustproof paint box. the low end of the covering plate is fixedly connected with two vertical limiting blocks. a cylinder is fixedly connected to the outer side wall of the rustproof paint box. a piston rod of the cylinder penetrates through the rustproof paint box to be fixed to a pulling block which is clamped between the limiting blocks. the rustproof jig is an air valve holding container on the air valve rustproof equipment, an automatic rustproof effect can be achieved only by placing an air valve in the rustproof jig, the efficiency of rustproof treatment is improved, and rustproof quality is ensured.","the disclosed rustproof jig is part of an air valve rustproof equipment, and it features a rustproof paint box. inside this rustproof paint box, a material frame is installed. on the left side of the paint box, a conical flow guide nozzle extends outward. the material frame has a right trapezoidal frame body with an inclined covering plate mounted on its top surface. both the frame body and the covering plate contain several groove holes. additionally, multiple l-shaped pressing blocks are secured to the left and right side walls of the frame body, which clamp the covering plate to the material frame. several vertical support pillars are firmly attached to the lower side of the material frame, and their bottom ends are connected to the rustproof paint box. at the lower end of the covering plate, two vertical limiting blocks are fixedly attached. a cylinder is connected to the outer side wall of the rustproof paint box, and its piston rod passes through the paint box to secure a pulling block, which is held in place between the limiting blocks. this rustproof jig functions as an air valve holding container within the rustproof equipment; by simply placing an air valve into the jig, an automatic rustproof process is initiated, thereby enhancing the treatment efficiency and ensuring high rustproof quality.",0.93760693
"a method for developing bayesian networks based on both data and knowledge.the method targets complex questionnaire and interviewing medical data.the objective is to provide real-world decision support and risk management.the method is based on two original and validated applications in forensic psychiatry.both applications provide improvements in predictive accuracy and decision support. objectives(1) to develop a rigorous and repeatable method for building effective bayesian network (bn) models for medical decision support from complex, unstructured and incomplete patient questionnaires and interviews that inevitably contain examples of repetitive, redundant and contradictory responses; (2) to exploit expert knowledge in the bn development since further data acquisition is usually not possible; (3) to ensure the bn model can be used for interventional analysis; (4) to demonstrate why using data alone to learn the model structure and parameters is often unsatisfactory even when extensive data is available. methodthe method is based on applying a range of recent bn developments targeted at helping experts build bns given limited data. while most of the components of the method are based on established work, its novelty is that it provides a rigorous consolidated and generalised framework that addresses the whole life-cycle of bn model development. the method is based on two original and recent validated bn models in forensic psychiatry, known as dsvm-mss and dsvm-p. resultswhen employed with the same datasets, the dsvm-mss demonstrated competitive to superior predictive performance (auc scores 0.708 and 0.797) against the state-of-the-art (auc scores ranging from 0.527 to 0.705), and the dsvm-p demonstrated superior predictive performance (cross-validated auc score of 0.78) against the state-of-the-art (auc scores ranging from 0.665 to 0.717). more importantly, the resulting models go beyond improving predictive accuracy and into usefulness for risk management purposes through intervention, and enhanced decision support in terms of answering complex clinical questions that are based on unobserved evidence. conclusionsthis development process is applicable to any application domain which involves large-scale decision analysis based on such complex information, rather than based on data with hard facts, and in conjunction with the incorporation of expert knowledge for decision support via intervention. the novelty extends to challenging the decision scientists to reason about building models based on what information is really required for inference, rather than based on what data is available and hence, forces decision scientists to use available data in a much smarter way.","this work introduces a method for constructing bayesian networks that incorporates both data and expert knowledge. it is specifically designed for complex medical data derived from questionnaires and interviews, aiming to enhance real-world decision support and risk management. the approach builds on two original, validated applications from forensic psychiatry, both of which have shown improvements in predictive accuracy and decision support. the objectives of the method are fourfold: 1. to develop a rigorous and repeatable procedure for building effective bayesian network (bn) models that assist in medical decision-making, even when faced with complex, unstructured, and incomplete patient questionnaires and interviews that may include repetitive, redundant, or contradictory answers. 2. to incorporate expert knowledge into bn development, given that acquiring additional data is often not feasible. 3. to ensure that the bn model supports interventional analysis. 4. to illustrate that relying solely on data for learning the model’s structure and parameters often yields unsatisfactory results, even when large datasets are available. the method applies a variety of recent advancements in bn development to assist experts in constructing bayesian networks with limited data. although many of its components are based on existing work, its innovative contribution lies in offering a rigorous, consolidated, and generalized framework that addresses the entire lifecycle of bn model development. this framework is exemplified by two recent, validated bn models in forensic psychiatry, known as dsvm-mss and dsvm-p. when tested on the same datasets, the dsvm-mss model achieved competitive to superior predictive performance (with auc scores of 0.708 and 0.797) compared to state-of-the-art methods (auc scores ranging from 0.527 to 0.705). similarly, the dsvm-p model demonstrated superior predictive performance with a cross-validated auc score of 0.78 in contrast to state-of-the-art approaches (with auc scores between 0.665 and 0.717). more importantly, these models do more than just improve predictive accuracy; they also enhance risk management through intervention and support complex clinical decision-making by effectively incorporating unobserved evidence. in summary, this development process is applicable to any domain that involves large-scale decision analysis based on complex information rather than on definitive data points. it emphasizes the integration of expert knowledge for intervention in decision support, and challenges decision scientists to focus on constructing models using information that is truly necessary for inference rather than simply relying on available data, thereby encouraging the smarter use of existing data.",0.98434734
"1.1. background: intraoral resection of early tongue cancer minimally affects the quality of life (qol) of patients; however, local recurrence of the tumor requires radical resection and negatively affects qol as well as patient prognosis. the present study was performed to clarify factors affecting recurrence of tongue cancers undergoing intraoral resection. 1.2. methods: in total, 174 patients (t1: 105 patients and t2: 69 patients) with squamous cell carcinoma of the tongue receiving intraoral resection were enrolled in the study, including 106 male patients and 68 female patients (aged 27-88 years, mean 58 years). tumor recurrence was observed in 10 of 105 patients with t1 stage cancer (9.5%) and in 6 of 69 patients with t2 stage cancer (8.7%). the clinicopathological factors, including immunohistochemistry for p53, ki67, and vimentin, were analyzed. 1.3. results: an infiltration pattern and vimentin expression were associated with tongue cancer recurrence. specifically, tumors with positive vimentin expression exhibited a higher ratio of endophytic growth, and multivariate analysis revealed that the ki67 labeling index and vimentin expression were independent factors affecting tumor recurrence. 1.4. conclusion: the mode of tumor invasion and the epithelial-to-mesenchymal transition, as evidenced by vimentin immunohistochemistry, assisted the identification of high-risk patients with tongue cancer undergoing intraoral resection. intense follow-up with the aid of multimodal therapies after surgery is necessary in this group of high-risk patients.","1.1 background: intraoral resection for early-stage tongue cancer generally preserves patients’ quality of life (qol); however, when the tumor recurs locally, more aggressive radical resection is required, which can significantly impact both qol and overall prognosis. this study was designed to identify the factors that contribute to the recurrence of tongue cancers that have been treated via intraoral resection. 1.2 methods: the study included 174 patients with squamous cell carcinoma of the tongue who underwent intraoral resection—comprised of 105 patients with t1-stage cancer and 69 with t2-stage cancer. among these, 106 were male and 68 were female, with ages ranging from 27 to 88 years (mean age 58 years). tumor recurrence was observed in 10 of the 105 t1-stage cases (9.5%) and in 6 of the 69 t2-stage cases (8.7%). a range of clinicopathological factors were analyzed, including immunohistochemical evaluation of p53, ki67, and vimentin. 1.3 results: the study found that both the infiltration pattern of the tumor and the expression of vimentin were associated with recurrence. specifically, tumors that tested positive for vimentin were more likely to exhibit an endophytic growth pattern. furthermore, multivariate analysis determined that both the ki67 labeling index and vimentin expression served as independent predictors for tumor recurrence. 1.4 conclusion: the findings suggest that the mode of tumor invasion and evidence of epithelial-to-mesenchymal transition—as indicated by vimentin immunohistochemistry—can help in identifying high-risk patients with tongue cancer receiving intraoral resection. therefore, rigorous postoperative monitoring combined with multimodal therapies is recommended for these high-risk individuals.",0.99112487
"abstracthow does a smaller, fully online academic library offer a wide and deep collection of academic level e-books to its distance learners in a sustainable and affordable way? the state university of new york (suny) empire state college online library, with a staff of four, has used demand-driven e-book acquisitions since september 2013. despite widespread publisher price increases, this dda program continues to deliver quality content to users. this presentation will explore the e-book demand-driven acquisition (dda) model in the context of that implementation. this will include in-depth analysis of usage data and costs, as well as impacts on course development, budget and inter-library loan.","how can a smaller, fully online academic library provide a rich and extensive collection of scholarly e-books to its distance learning students in a cost-effective and sustainable manner? since september 2013, the state university of new york (suny) empire state college online library, staffed by just four employees, has employed a demand-driven e-book acquisition model. even in the face of significant publisher price hikes, this demand-driven acquisition (dda) program continues to offer high-quality content to its users. this presentation examines the e-book dda model as implemented by the library, including a detailed analysis of usage statistics, expenditure patterns, and its effects on course development, budgeting, and inter-library loans.",0.98570555
"introduction emerging drugs are a growing problem, of which we have little information and clinical experience and pose a challenge in everyday clinical practice because many are not detectable with the test at our disposal and its effect on cognition and behavior are not well known. methods conduct a thorough literature review of all the material in this regard has been published both in high impact journals and in the last international congress of dual pathology. results there are many and varied new substances used for harmful/abuse consumption mainly for their sedative effects and/or hallucinogens, easily accessible since many are easily purchased online or can even be easily obtained at any pharmacy without a prescription. conclusion there are more and more often consumed new substances with high harmful potential and very easy to obtain. it is therefore essential knowledge to identify, treat and educate not only our patients but to the general population.","introduction: emerging drugs are becoming an increasing concern due to the limited information and clinical experience available. they represent a significant challenge in daily medical practice because many of these substances cannot be detected with current tests, and their effects on cognition and behavior remain largely unclear. methods: a comprehensive review of the literature was conducted, including all the relevant publications available on this topic in leading journals and findings presented at the most recent international congress on dual pathology. results: a wide variety of new substances are being used for recreational purposes, primarily for their sedative and hallucinogenic properties. these substances are easily accessible, whether purchased online or obtained over the counter at pharmacies without a prescription. conclusion: the consumption of these new, potentially harmful substances is on the rise due to their ease of access. it is therefore essential to develop the necessary expertise to identify, treat, and educate not only our patients but also the broader public.",0.9563501
"poly cystic ovarian syndrome (pcos) is one of the most common metabolic and reproductive disorders among women of reproductive age. women suffering from pcos present with a constellation of symptoms associated with menstrual dysfunction and androgen excess, which significantly impacts their quality of life. they may be at increased risk of multiple morbidities, including obesity, insulin resistance, type ii diabetes mellitus, cardiovascular disease (cvd), infertility, cancer, and psychological disorders. this review summarizes what the literature has so far provided from guidelines to diagnosis of pcos. it will also present a general overview about the morbidities associated with this disease, specifically with its more severe classic form. finally, the review will stress on the various aspects of treatment and screening recommendations currently used in the management of this condition.","polycystic ovarian syndrome (pcos) is among the most common metabolic and reproductive disorders affecting women of childbearing age. women with pcos experience a range of symptoms, notably menstrual irregularities and signs of androgen excess, which greatly affect their quality of life. additionally, they face a higher risk for various health issues, including obesity, insulin resistance, type ii diabetes mellitus, cardiovascular disease (cvd), infertility, certain cancers, and psychological disorders. this review compiles current literature—from diagnostic guidelines to the comprehensive evaluation of pcos—and provides an overview of the associated morbidities, particularly in the more severe, classic form of the condition. it also highlights current treatment strategies and screening recommendations for managing this disorder.",0.9572429
"the utility model relates to an electrical equipment that is used for electrical component's casing and has this casing, casing (1) that is used for electrical component (20), this casing especially is used for the casing of miniature dc -to -ac converter (50) and has one casing wall (2), its separation inboard (3) and the outside (4). be equipped with one cable joint (5) on casing wall (2) cable joint is last, and follow a cable (6) the outside (4) is passed casing wall (2) get into inboard (3). cable joint (5) are in a confession has on inboard (3) sleeve pipe (7) that cable (6) were passed. be equipped with a prestressed and/or elastic sealing element (8), it encircles hermetcally the vertical section of sleeve pipe (6) one (9) and installing on inboard (3) cable (6) rather than a vertical section (10) that links to each other.","this utility model relates to electrical equipment designed as a casing for electrical components. specifically, the casing (1) is intended for use with electrical components (20) and is particularly suitable for enclosing a miniature dc-to-ac converter (50). the casing features a wall (2) that divides an interior section (3) from an exterior section (4). on the casing wall (2), a cable joint (5) is provided, through which a cable (6) passes from the exterior (4) to the interior (3). the cable joint (5) incorporates a sleeve pipe (7) on the interior (3) through which the cable (6) is routed. additionally, there is a prestressed and/or elastic sealing element (8) that hermetically encircles a vertical section (9) of the sleeve pipe. this sealing element is installed on the cable (6) on the interior (3) to form a seal with the vertical section (10) that connects both parts.",0.8898612
"we analyze the recent diphoton signal reported by atlas and cms collaborations in the context of the $su(3)_{c}\otimes su(3)_{l}\otimes u(1)_{x}$ anomaly free models, with a 750 gev scalar candidate which can decay into two photons. these models may explain the 750gev signal by means of one loop decays to $\gamma\gamma$ through charged vector and higgs bosons, as well as top-, bottom- and electron-like exotic particles that arise naturally from the condition of anomaly cancellations of the $su(3)_{c}\otimes su(3)_{l}\otimes u(1)_{x}$ models.","we examine the recent diphoton signal reported by the atlas and cms collaborations within the framework of anomaly-free su(3)c ⊗ su(3)l ⊗ u(1)x models. in these models, a 750 gev scalar candidate is proposed that can decay into two photons. the observed 750 gev signal could be explained by one-loop decays into γγ via charged vector and higgs bosons, as well as through exotic particles similar to top, bottom, and electron states, which naturally emerge to ensure anomaly cancellation in the su(3)c ⊗ su(3)l ⊗ u(1)x models.",0.9768613
"this theoretical essay analyzes the internal consistency of the main approaches of dynamic capabilities, recognizing the contradictions and similarities. it begins with a discussion of the pillars of the resources based view, before introducing the main definitions of dynamic capabilities, highlighting the role of organizational routines, organizational processes, and strategic processes, while keeping the focus on the reorganization of the resource base with the aim of achieving organizational efficiency. all these aspects seem to be common among the most referenced authors in the field. performing a more in-depth analysis of the internal consistency of approaches, it is perceived that there are differences and contradictions that could lead to the misunderstanding","this theoretical essay examines the internal coherence of the primary approaches to dynamic capabilities, acknowledging both their contradictions and similarities. it starts by discussing the foundational elements of the resource-based view and then moves on to define dynamic capabilities, emphasizing the significance of organizational routines, processes, and strategic actions. the focus remains on how the reorganization of the resource base contributes to achieving organizational efficiency. notably, these aspects seem to be commonly recognized among the leading scholars in the field. a more detailed analysis of the internal consistency of these approaches reveals notable differences and contradictions that could potentially result in misunderstandings.",0.9647973
"photoionization produces supra-thermal electrons, electrons with much more energy than is found in a thermalized gas at electron temperatures characteristic of nebulae. the presence of these high energy electrons may solve the long-standing t^2/adf puzzle, the observations that abundances obtained from recombination and collisionally excited lines do not agree, and that different temperature indicators give different results, if they survive long enough to affect diagnostic emission lines. the presence of these non-maxwellian distribution electrons is usually designated by the term kappa. here we use well-established methods to show that the distance over which heating rates change are much longer than the distance supra thermal electrons can travel, and that the timescale to thermalize these electrons are much shorter than the heating or cooling timescales. these estimates establish that supra thermal electrons will have disappeared into the maxwellian velocity distribution long before they affect the collisionally excited forbidden and recombination lines that are used for deriving abundances relative to hydrogen. the electron velocity distribution in nebulae should be closely thermal.","photoionization creates supra-thermal electrons—electrons with significantly more energy than those in a thermally equilibrated nebula at typical electron temperatures. these high-energy electrons could potentially resolve the longstanding t²/adf puzzle, which refers to the discrepancies between element abundances derived from recombination lines versus collisionally excited lines, as well as the differences observed among various temperature diagnostics—provided they persist long enough to influence the diagnostic emission lines. typically, the existence of these non-maxwellian electrons is described by the term ""kappa."" in our study, we apply well-established methods to demonstrate that the spatial scales over which heating rates vary are considerably larger than the distances that supra-thermal electrons can travel, and that these electrons thermalize in a timeframe much shorter than the times required for significant heating or cooling. as a result, the supra-thermal electrons merge into a maxwellian velocity distribution well before they can affect the collisionally excited forbidden lines and recombination lines used to calculate relative abundances with respect to hydrogen. this leads to the conclusion that the electron velocity distribution in nebulae remains closely thermal.",0.9645871
"the repetitive use of iodosulfuron for the control of weeds in winter cereals in the south of brazil has favored the emergence of resistant raphanus sativus biotypes. the objective of this study was to evaluate: the response of raphanus sativus biotypes susceptible and resistant to different dosages of iodosulfuron; the control of biotypes with alternative registered herbicides for the control of the species in crops of wheat, corn and soybean; and the existence of cross-resistance of the biotypes. thus, four experiments were done in a greenhouse, with a completely randomized design and four replicates. the experimental units were composed of vases with a volumetric capacity of 0.75 l filled with substrate, containing a plant each. for the dose-response curve, three biotypes (factor a) and nine doses of the iodosulfuron herbicide (factor b) were used. for the alternative control, the recommendation was herbicides in pre or postemergence of the crops, and the crossed- resistance was evaluated by using herbicides that inhibit the als enzyme of different chemical groups. the analyzed variables were control and shoot dry matter. gr 50 of the susceptible biotype (b 1 ) was 0.11 g a.i. ha -1 , whereas gr 50 of resistant biotypes (b 4 and b 13 ) was 102.9 and 86.8 g a.i. ha -1 of the iodosulfuron herbicide, respectively. the resistant biotypes presented crossed resistance to herbicides that inhibit the als enzyme, where the control can be efficient with the use of herbicides with different action mechanisms.","repeated applications of iodosulfuron to manage weeds in winter cereal crops in southern brazil have led to the development of iodosulfuron‐resistant raphanus sativus biotypes. this study aimed to assess three main points: (1) the response of both susceptible and resistant raphanus sativus biotypes to various doses of iodosulfuron; (2) the effectiveness of alternative, registered herbicides—applied either before or after crop emergence—in controlling these biotypes in wheat, corn, and soybean systems; and (3) the presence of cross‐resistance among the biotypes. to do this, four greenhouse experiments were conducted using a completely randomized design with four replicates per treatment. each experimental unit consisted of a 0.75-liter pot filled with substrate and containing one plant. for the dose-response experiment, three biotypes (factor a) were tested across nine different doses of iodosulfuron (factor b). in the alternative control trial, the protocol followed the recommended use of herbicides at pre- or post-emergence stages of the crops, while cross-resistance was examined using herbicides from various chemical groups that inhibit the als enzyme. the main variables measured were the level of weed control and the shoot dry matter. the gr50 value for the susceptible biotype (designated b1) was 0.11 g a.i. ha⁻¹, whereas the resistant biotypes (b4 and b13) had gr50 values of 102.9 and 86.8 g a.i. ha⁻¹, respectively. in summary, the resistant biotypes displayed cross-resistance to als-inhibiting herbicides; however, effective control is achievable by employing herbicides with different modes of action.",0.9776113
"this study aims to analyze the nine ceding companies of supervised internship and the 17 academics from 4th year of the course of executive secretariat - year of 2015, of the state university of the midwest unicentro. the study had as problematic: is the diagnosis a tool of aggregation of value to the company? was the expectation that the ceding undertaking of the intership had with the achievement of organizational diagnosis reached? the overall objective was to analyze the companies and check that with the development of supervised trainee and if the team of intership has been able to meet the expectations and needs of the company with the achievement of organizational diagnosis for this achievement, it has as specific objectives: a) to perform the organizational diagnosis; b) to know the companies and the expectations of the transferor organizations of supervised trainee of the year 2015; c) to present the intership in the secretariat and its importance in the organizational context and; d) to check if the propositions and suggestions include the expectations of the organizations. the methodology consists in knowing and identifying the companies for subsequent application of the qualitative method exploratory and descriptive research, research and study of multiple case. for data collection, there were structured interviews and participant observation. for the investigation of a study of case, the sources of evidence and data converge to the triangulation and specific approaches to the analysis of themselves. and as a result of the research, the organizational diagnosis constitutes as tool of aggregation of value to the company, because for the development of supervised trainee is of fundamental importance to know the organizational structure.","this study examines the nine companies that hosted supervised internships along with seventeen fourth-year executive secretariat students from the state university of the midwest unicentro in 2015. the guiding questions were: is the organizational diagnosis an effective tool for adding value to the company? and did the companies’ expectations for the internship align with the outcomes of the organizational diagnosis? the main objective was to analyze these companies and determine whether, through supervised training, the interns were able to meet the organizations’ expectations and needs in terms of organizational diagnosis. to achieve this, the study set out to: a) conduct an organizational diagnosis; b) understand the companies and their expectations for the supervised interns in 2015; c) present the internship within the secretariat and highlight its organizational significance; and d) confirm if the proposals and suggestions reflected the companies’ expectations. the methodology involved identifying the companies and then using a qualitative approach with exploratory and descriptive research methods, as well as a multiple-case study design. data were collected using structured interviews and participant observation. in the case study investigation, various sources of evidence and data were triangulated and analyzed through specific approaches. the results indicate that the organizational diagnosis indeed serves as a value-adding tool for companies, emphasizing that understanding the organizational structure is fundamental for the success of supervised internships.",0.78319293
"abstract vaginal drug delivery is gaining increased attention as an alternative route of drug administration for both local and systemic drug action. to control drug retention at the vaginal site as well as predict drug absorption, it is highly relevant to determine the permeability of drugs and drug candidates through vaginal epithelium. this chapter aims to provide an unbiased overview of available cell-based in vitro drug permeability models. practical approaches to selecting model type, basic handling protocols, and comments on merits and limitations are included.","abstract vaginal drug delivery is increasingly recognized as a promising alternative for administering drugs locally and systemically. understanding the permeability of drugs through the vaginal epithelium is essential for predicting absorption and maintaining drug residence at the site. this chapter offers an impartial review of the cell-based in vitro models available for studying drug permeability. it also outlines practical guidance for selecting the appropriate model, provides basic handling procedures, and discusses the respective strengths and limitations of each approach.",0.98674935
"this article addresses the ecological conditions in the territories adjacent to chemical and metallurgical facilities. it provides a description of the emissions from these polluting facilities as well as the damage that these emissions cause to human habitats, flora, and fauna. to exercise ecological control over the environment within the sanitary protection zones (spz) of these enterprises, we propose the use of an automated system of environmental situation control (asesc), a system that uses sensors and is based on nuclear power plant automated radiation monitoring system (npp arms) designs. the basic system requirements are presented along with the working principles of the system, the upper and lower estimates of the spz size, and the method used to estimate the optimal number of system sensors for detecting and measuring environmental pollution.","this article examines the ecological conditions in areas surrounding chemical and metallurgical facilities. it details the emissions produced by these polluting sources and explains the harm they inflict on human environments, as well as on local flora and fauna. to enforce environmental oversight within the sanitary protection zones (spz) around these enterprises, the article proposes using an automated system for environmental monitoring (asesc). this system, which utilizes sensors, is inspired by the design of automated radiation monitoring systems (npp arms) used in nuclear power plants. the discussion includes the essential system requirements, an outline of the system's working principles, estimates of the maximum and minimum sizes of the spz, and the approach for calculating the optimal number of sensors necessary to detect and quantify environmental pollution.",0.93680114
"basin-scale groundwater storage trends calculated from long-term streamflow records provide insight into the evolution of watershed behaviors. our study presents the first spatially-relevant validation of recession-based trend approaches by comparing three independent storage trend estimates using grace-derived groundwater storage, in-situ groundwater elevation observations and recession-based approaches for the time period of 2003-2015. results documented consistent agreement between spatially-interpolated groundwater observation trends and recession-based storage trends, while grace-derived groundwater trends were found to exhibit variable, poor comparisons. a decreasing trend in watershed storage was identified in the southeastern u.s. while increasing trends were identified in the northeast and upper midwest estimated from recession-based approaches. our recession-based approach conducted using nested watershed streamflow records identified variable watershed storage trends at scales directly applicable for comparative hydrology studies and for assisting in watershed-based water resources management decisions. this article is protected by copyright. all rights reserved.","basin-scale groundwater storage trends derived from long-term streamflow records offer valuable insights into the evolving behaviors of watersheds. in our study, we present the first spatially-relevant validation of recession-based trend methods by comparing three independent estimates of storage trends—one based on grace-derived groundwater storage, another using in situ groundwater elevation data, and a third using recession-based analysis—for the period 2003–2015. our results show strong agreement between trends obtained from spatially-interpolated groundwater observations and those derived from recession-based methods, while the grace-derived groundwater trends exhibited inconsistent and weaker correlations. specifically, we identified a decreasing trend in watershed storage in the southeastern u.s., whereas increasing trends were noted in the northeast and upper midwest based on recession-based estimates. our recession-based approach, using nested watershed streamflow records, reveals variable storage trends at scales that are directly applicable to comparative hydrology studies and can aid in watershed-based water resource management decisions. all rights to this article are reserved under copyright.",0.9918953
"owing to their high electrical conductivity, tunable plasmonic absorption spectra, low cost, and abundance in nature, cu2-x s nanocrystals are of great interest as functional materials for photovoltaic and photothermal applications. with the aim of developing low-cost high-efficiency quantum-dot-sensitized solar cells, solution-processed cu2-x s nanocrystal films are synthesized and their phase transformations upon thermal treatment are investigated. a combination of experimental results and theoretical analysis illustrates the thermodynamic evolution of the crystal structures and the composition caused by the thermal-annealing process. the use of cu2-x s nanocrystal films as counter electrodes in quantum-dot-sensitized solar cells is also explored. the devices have an optimized power-conversion efficiency of 5.81 % for tetragonal cu2 s nanocrystal films that are derived from annealed cu1.8 s nanocrystal films.","due to their excellent electrical conductivity, adjustable plasmonic absorption spectra, affordability, and natural abundance, cu₂₋ₓs nanocrystals have attracted significant attention as functional materials for photovoltaic and photothermal applications. in pursuit of developing cost-effective, high-efficiency quantum-dot-sensitized solar cells, solution-processed cu₂₋ₓs nanocrystal films were synthesized and their phase transitions during thermal treatment were examined. a combination of experimental findings and theoretical analysis reveals the thermodynamic evolution of the crystal structures and composition resulting from the annealing process. furthermore, the study explores the use of cu₂₋ₓs nanocrystal films as counter electrodes in quantum-dot-sensitized solar cells, achieving an optimized power-conversion efficiency of 5.81% for the tetragonal cu₂s nanocrystal films derived from annealed cu₁.₈s films.",0.9569083
"abstract background: allergic rhinitis (ar) is a common condition that can be treated with a number of different therapies. treatments such as intranasal antihistamines (inas) and intranasal steroids (inss) are widely used by ar patients. for some allergy sufferers, a combination of therapies, specifically an ina and an ins, is required to address their symptoms. a new treatment, the formulation of azelastine hydrochloride and fluticasone propionate used as a single spray (mp-azeflu), has become available for ar patients who need both types of treatment. in this regard, the comparison with the alternative concomitant use of inas and inss is of interest. the current study examines the health care resource utilization and costs for each cohort. objective: to examine the resource utilization and costs associated with ar for patients treated with mp-azeflu or concurrent therapy with single-ingredient ina and ins sprays (free-combination therapy). methods: a retrospective administrative claims study for commer...","abstract background: allergic rhinitis (ar) is a prevalent condition that can be managed with several treatment options. treatments like intranasal antihistamines (inas) and intranasal steroids (inss) are commonly utilized by ar patients. in cases where symptoms persist, some allergy sufferers require a combination of these therapies—specifically, both an ina and an ins. a new treatment option, a combined formulation of azelastine hydrochloride and fluticasone propionate administered as a single spray (mp-azeful), has been introduced for ar patients needing both medications. this study compares the new treatment with the traditional approach of using separate ina and ins sprays concurrently. the aim is to analyze health care resource usage and associated costs for patients in each treatment group. objective: to assess the resource utilization and costs related to ar for patients treated with mp-azeful compared to those undergoing concurrent therapy with single-ingredient ina and ins sprays (free-combination therapy). methods: a retrospective study using administrative claims was conducted for commercial...",0.9850708
